id,record_id,fields,sync_time,created_time,updated_time
51,recvnhVFNDPSRK,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '桂屿片区', 'node_level': '片区', 'parent_node': '岚屿战区', 'segment_name': '总额(未拆分)', '任务金额': '1778300.16', '开单金额': '927318.56', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
52,recvnhVFNDouOU,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '桂屿片区', 'node_level': '片区', 'parent_node': '岚屿战区', 'segment_name': '食饮部', '任务金额': '9005.92', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
53,recvnhVFNDVuEi,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '沈既白', 'node_level': '客户经理', 'parent_node': '桂屿片区', 'segment_name': '食饮部', '任务金额': '2774.24', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
54,recvnhVFNDWXe0,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '沈既白', 'node_level': '客户经理', 'parent_node': '桂屿片区', 'segment_name': '工业健康', '任务金额': '72357.803979', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
55,recvnhVFNDhbtZ,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '沈既白', 'node_level': '客户经理', 'parent_node': '桂屿片区', 'segment_name': '楼宇办公', '任务金额': '673834.56', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
56,recvnhVFNDGy5P,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '沈既白', 'node_level': '客户经理', 'parent_node': '桂屿片区', 'segment_name': '总额(未拆分)', '任务金额': '634863.76668', '开单金额': '183594.258371', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
57,recvnhVFND5YnQ,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '白朔风', 'node_level': '客户经理', 'parent_node': '桂屿片区', 'segment_name': '工业健康', '任务金额': '31381.28', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
58,recvnhVFNDthKu,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '白朔风', 'node_level': '客户经理', 'parent_node': '桂屿片区', 'segment_name': '楼宇办公', '任务金额': '154312.573528', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
59,recvnhVFNDA34D,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '白朔风', 'node_level': '客户经理', 'parent_node': '桂屿片区', 'segment_name': '总额(未拆分)', '任务金额': '233315.04', '开单金额': '21222.88', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
60,recvnhVFNDszJ8,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '白朔风', 'node_level': '客户经理', 'parent_node': '桂屿片区', 'segment_name': '食饮部', '任务金额': '835.065296', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
61,recvnhVFNDzoQ9,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '郑亦舟', 'node_level': '客户经理', 'parent_node': '桂屿片区', 'segment_name': '总额(未拆分)', '任务金额': '356632.64', '开单金额': '117526.08', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
62,recvnhVFNDsxr3,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '郑亦舟', 'node_level': '客户经理', 'parent_node': '桂屿片区', 'segment_name': '食饮部', '任务金额': '1412.901411', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
63,recvnhVFNDLtTY,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '郑亦舟', 'node_level': '客户经理', 'parent_node': '桂屿片区', 'segment_name': '工业健康', '任务金额': '40048.303287', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
64,recvnhVFNDezSD,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '郑亦舟', 'node_level': '客户经理', 'parent_node': '桂屿片区', 'segment_name': '楼宇办公', '任务金额': '244313.195688', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
65,recvnhVFND2uIe,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '温怀川', 'node_level': '客户经理', 'parent_node': '桂屿片区', 'segment_name': '工业健康', '任务金额': '33308.8', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
66,recvnhVFND4THU,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '温怀川', 'node_level': '客户经理', 'parent_node': '桂屿片区', 'segment_name': '食饮部', '任务金额': '2308.05064', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
67,recvnhVFND1dyv,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '温怀川', 'node_level': '客户经理', 'parent_node': '桂屿片区', 'segment_name': '楼宇办公', '任务金额': '341656', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
68,recvnhVFNDxeR9,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '温怀川', 'node_level': '客户经理', 'parent_node': '桂屿片区', 'segment_name': '总额(未拆分)', '任务金额': '285138.845344', '开单金额': '83526.24', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
69,recvnhVFNDWWQa,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '沈怀川', 'node_level': '客户经理', 'parent_node': '桂屿片区', 'segment_name': '食饮部', '任务金额': '1676.057908', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
70,recvnhVFNDs0H4,"{'年份': '2269.12', '月份': '3.36', 'line_type': '事业群级', 'node_name': '商用事业群', 'node_level': '事业群', 'parent_node': '无', 'segment_name': '楼宇办公', '任务金额': '27007170.4', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
71,recvnhVFNDNxbF,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '沈怀川', 'node_level': '客户经理', 'parent_node': '桂屿片区', 'segment_name': '工业健康', '任务金额': '52797.450609', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
72,recvnhVFNDKJfV,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '沈怀川', 'node_level': '客户经理', 'parent_node': '桂屿片区', 'segment_name': '楼宇办公', '任务金额': '285850.48926', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
73,recvnhVFNDuywa,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '沈怀川', 'node_level': '客户经理', 'parent_node': '桂屿片区', 'segment_name': '总额(未拆分)', '任务金额': '268349.76', '开单金额': '521449.6', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
74,recvnhVFNDiWrB,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '朔岑战区', 'node_level': '战区', 'parent_node': '商用事业群', 'segment_name': '总额(未拆分)', '任务金额': '6103013.28', '开单金额': '1248141.44', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
75,recvnhVFNDucUc,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '朔岑战区', 'node_level': '战区', 'parent_node': '商用事业群', 'segment_name': '食饮部', '任务金额': '593005.28', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
76,recvnhVFNDa4bS,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '朔岑战区', 'node_level': '战区', 'parent_node': '商用事业群', 'segment_name': '工业健康', '任务金额': '687881.6', '开单金额': '35479.36', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
77,recvnhVFNDNs1T,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '朔岑战区', 'node_level': '战区', 'parent_node': '商用事业群', 'segment_name': '楼宇办公', '任务金额': '4730848.64', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
78,recvnhVFNDawEI,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '泠州片区', 'node_level': '片区', 'parent_node': '朔岑战区', 'segment_name': '工业健康', '任务金额': '80707.2', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
79,recvnhVFNDkNFE,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '泠州片区', 'node_level': '片区', 'parent_node': '朔岑战区', 'segment_name': '楼宇办公', '任务金额': '496637.12', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
80,recvnhVFND5iS5,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '泠州片区', 'node_level': '片区', 'parent_node': '朔岑战区', 'segment_name': '食饮部', '任务金额': '46244.8', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
81,recvnhVFNDNlQm,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '泠州片区', 'node_level': '片区', 'parent_node': '朔岑战区', 'segment_name': '总额(未拆分)', '任务金额': '704737.6', '开单金额': '87404.8', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
82,recvnhVFNDnbyZ,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '江既白', 'node_level': '客户经理', 'parent_node': '泠州片区', 'segment_name': '楼宇办公', '任务金额': '228266.08', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
83,recvnhVFNDrzyi,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '江既白', 'node_level': '客户经理', 'parent_node': '泠州片区', 'segment_name': '总额(未拆分)', '任务金额': '379169.863779', '开单金额': '32231.36', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
84,recvnhVFNDWPgs,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '江既白', 'node_level': '客户经理', 'parent_node': '泠州片区', 'segment_name': '工业健康', '任务金额': '33886.72', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
85,recvnhVFNDUzCJ,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '江既白', 'node_level': '客户经理', 'parent_node': '泠州片区', 'segment_name': '食饮部', '任务金额': '14681.636433', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
86,recvnhVFNDmNkS,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '邵亦舟', 'node_level': '客户经理', 'parent_node': '泠州片区', 'segment_name': '总额(未拆分)', '任务金额': '177747.36', '开单金额': '2226.56', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
87,recvnhVFNDA24t,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '邵亦舟', 'node_level': '客户经理', 'parent_node': '泠州片区', 'segment_name': '工业健康', '任务金额': '19270.183914', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
88,recvnhVFNDODto,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '邵亦舟', 'node_level': '客户经理', 'parent_node': '泠州片区', 'segment_name': '楼宇办公', '任务金额': '131020.179185', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
89,recvnhVFNDvR8R,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '邵亦舟', 'node_level': '客户经理', 'parent_node': '泠州片区', 'segment_name': '食饮部', '任务金额': '22935.188742', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
90,recvnhVFNDSxLr,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '秦屿青', 'node_level': '客户经理', 'parent_node': '泠州片区', 'segment_name': '总额(未拆分)', '任务金额': '147820.780068', '开单金额': '52946.88', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
91,recvnhVFNDGAsX,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '秦屿青', 'node_level': '客户经理', 'parent_node': '泠州片区', 'segment_name': '楼宇办公', '任务金额': '137351.2', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
92,recvnhVFND60E1,"{'年份': '2269.12', '月份': '1.12', 'line_type': '事业群级', 'node_name': '商用事业群', 'node_level': '事业群', 'parent_node': '无', 'segment_name': '楼宇办公', '任务金额': '26791541.28', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
93,recvnhVFNDelD5,"{'年份': '2269.12', '月份': '1.12', 'line_type': '事业群级', 'node_name': '商用事业群', 'node_level': '事业群', 'parent_node': '无', 'segment_name': '工业健康', '任务金额': '3785742.24', '开单金额': '447745.76', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
94,recvnhVFNDiNtm,"{'年份': '2269.12', '月份': '1.12', 'line_type': '事业群级', 'node_name': '商用事业群', 'node_level': '事业群', 'parent_node': '无', 'segment_name': '食饮部', '任务金额': '9771296.64', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
95,recvnhVFNDaOdq,"{'年份': '2269.12', '月份': '1.12', 'line_type': '事业群级', 'node_name': '商用事业群', 'node_level': '事业群', 'parent_node': '无', 'segment_name': '总额(未拆分)', '任务金额': '41019568.8', '开单金额': '22359862.56', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
96,recvnhVFNDvm1D,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '瀚川战区', 'node_level': '战区', 'parent_node': '商用事业群', 'segment_name': '总额(未拆分)', '任务金额': '5849175.36', '开单金额': '4013731.68', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
97,recvnhVFNDPO36,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '瀚川战区', 'node_level': '战区', 'parent_node': '商用事业群', 'segment_name': '食饮部', '任务金额': '277053.28', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
98,recvnhVFNDBH4P,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '瀚川战区', 'node_level': '战区', 'parent_node': '商用事业群', 'segment_name': '楼宇办公', '任务金额': '5375675.2', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
99,recvnhVFNDilOl,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '瀚川战区', 'node_level': '战区', 'parent_node': '商用事业群', 'segment_name': '工业健康', '任务金额': '467455.52', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
100,recvnhVFND9oOH,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '珩京片区', 'node_level': '片区', 'parent_node': '瀚川战区', 'segment_name': '食饮部', '任务金额': '212942.24', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
101,recvnhVFND0V5y,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '珩京片区', 'node_level': '片区', 'parent_node': '瀚川战区', 'segment_name': '总额(未拆分)', '任务金额': '2276895.04', '开单金额': '2351978.72', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
102,recvnhVFNDc1Ae,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '珩京片区', 'node_level': '片区', 'parent_node': '瀚川战区', 'segment_name': '工业健康', '任务金额': '147965.44', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
103,recvnhVFND7Ufz,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '珩京片区', 'node_level': '片区', 'parent_node': '瀚川战区', 'segment_name': '楼宇办公', '任务金额': '1751686.72', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
104,recvnhVFNDUuAe,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '韩亦舟', 'node_level': '客户经理', 'parent_node': '珩京片区', 'segment_name': '食饮部', '任务金额': '0', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
105,recvnhVFND9fMD,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '韩亦舟', 'node_level': '客户经理', 'parent_node': '珩京片区', 'segment_name': '总额(未拆分)', '任务金额': '494226.399612', '开单金额': '369196.8', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
106,recvnhVFNDPUr8,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '韩亦舟', 'node_level': '客户经理', 'parent_node': '珩京片区', 'segment_name': '工业健康', '任务金额': '28672.567365', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
107,recvnhVFNDLQBg,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '韩亦舟', 'node_level': '客户经理', 'parent_node': '珩京片区', 'segment_name': '楼宇办公', '任务金额': '493333.12', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
108,recvnhVFNDtf0g,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '池南珩', 'node_level': '客户经理', 'parent_node': '珩京片区', 'segment_name': '楼宇办公', '任务金额': '123450.88', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
109,recvnhVFND33M3,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '池南珩', 'node_level': '客户经理', 'parent_node': '珩京片区', 'segment_name': '食饮部', '任务金额': '212942.453105', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
110,recvnhVFNDGRKo,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '池南珩', 'node_level': '客户经理', 'parent_node': '珩京片区', 'segment_name': '工业健康', '任务金额': '33574.453425', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
111,recvnhVFNDJdKT,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '池南珩', 'node_level': '客户经理', 'parent_node': '珩京片区', 'segment_name': '总额(未拆分)', '任务金额': '345167.2', '开单金额': '214588.64', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
112,recvnhVFNDhTag,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '洛既白', 'node_level': '客户经理', 'parent_node': '珩京片区', 'segment_name': '食饮部', '任务金额': '0', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
113,recvnhVFNDqDJr,"{'年份': '2269.12', '月份': '1.12', 'line_type': '区域线', 'node_name': '洛既白', 'node_level': '客户经理', 'parent_node': '珩京片区', 'segment_name': '总额(未拆分)', '任务金额': '867129.90331', '开单金额': '1226988', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
