id,record_id,fields,sync_time,created_time,updated_time
11,recvnhVFND0AiE,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '袁星野', 'node_level': '客户经理', 'parent_node': '吉林片区', 'segment_name': '食饮部', '任务金额': '0', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
12,recvnhVFNDi2be,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '袁星野', 'node_level': '客户经理', 'parent_node': '吉林片区', 'segment_name': '工业健康', '任务金额': '0', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
13,recvnhVFNDZUml,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '碣石片区', 'node_level': '片区', 'parent_node': '凛澜战区', 'segment_name': '食饮部', '任务金额': '16920', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
14,recvnhVFNDWhEG,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '碣石片区', 'node_level': '片区', 'parent_node': '凛澜战区', 'segment_name': '楼宇办公', '任务金额': '1236884', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
15,recvnhVFNDXInu,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '碣石片区', 'node_level': '片区', 'parent_node': '凛澜战区', 'segment_name': '总额(未拆分)', '任务金额': '1016517', '开单金额': '626596', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
16,recvnhVFND02Rq,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '碣石片区', 'node_level': '片区', 'parent_node': '凛澜战区', 'segment_name': '工业健康', '任务金额': '41472', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
17,recvnhVFNDsUvy,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '傅亦辰', 'node_level': '客户经理', 'parent_node': '碣石片区', 'segment_name': '总额(未拆分)', '任务金额': '294664', '开单金额': '231664', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
18,recvnhVFNDni2s,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '傅亦辰', 'node_level': '客户经理', 'parent_node': '碣石片区', 'segment_name': '楼宇办公', '任务金额': '430683', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
19,recvnhVFNDN7o5,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '傅亦辰', 'node_level': '客户经理', 'parent_node': '碣石片区', 'segment_name': '工业健康', '任务金额': '12816.932828', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
20,recvnhVFNDZgSB,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '傅亦辰', 'node_level': '客户经理', 'parent_node': '碣石片区', 'segment_name': '食饮部', '任务金额': '8699.509992', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
21,recvnhVFNDI1VY,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '顾承宇', 'node_level': '客户经理', 'parent_node': '碣石片区', 'segment_name': '总额(未拆分)', '任务金额': '337222', '开单金额': '257455', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
22,recvnhVFND1DZW,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '顾承宇', 'node_level': '客户经理', 'parent_node': '碣石片区', 'segment_name': '食饮部', '任务金额': '0', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
23,recvnhVFNDe6d8,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '顾承宇', 'node_level': '客户经理', 'parent_node': '碣石片区', 'segment_name': '工业健康', '任务金额': '12744.300237', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
24,recvnhVFNDD1JU,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '顾承宇', 'node_level': '客户经理', 'parent_node': '碣石片区', 'segment_name': '楼宇办公', '任务金额': '405136.123908', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
25,recvnhVFNDn0gY,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '陆既明', 'node_level': '客户经理', 'parent_node': '碣石片区', 'segment_name': '工业健康', '任务金额': '15910.456532', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
26,recvnhVFNDhtcQ,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '陆既明', 'node_level': '客户经理', 'parent_node': '碣石片区', 'segment_name': '总额(未拆分)', '任务金额': '384631', '开单金额': '137477', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
27,recvnhVFNDgWGh,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '陆既明', 'node_level': '客户经理', 'parent_node': '碣石片区', 'segment_name': '食饮部', '任务金额': '8220.927283', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
28,recvnhVFNDcPtg,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '陆既明', 'node_level': '客户经理', 'parent_node': '碣石片区', 'segment_name': '楼宇办公', '任务金额': '401065', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
29,recvnhVFNDYwQK,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '朔蒙片区', 'node_level': '片区', 'parent_node': '凛澜战区', 'segment_name': '楼宇办公', '任务金额': '915173', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
30,recvnhVFNDM3z9,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '朔蒙片区', 'node_level': '片区', 'parent_node': '凛澜战区', 'segment_name': '食饮部', '任务金额': '20125', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
31,recvnhVFNDo5tH,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '袁从周', 'node_level': '客户经理', 'parent_node': '潮澜片区', 'segment_name': '食饮部', '任务金额': '2107', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
32,recvnhVFND873x,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '袁从周', 'node_level': '客户经理', 'parent_node': '潮澜片区', 'segment_name': '工业健康', '任务金额': '0', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
33,recvnhVFNDXBcL,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '苏景行', 'node_level': '客户经理', 'parent_node': '潮澜片区', 'segment_name': '食饮部', '任务金额': '3674.652117', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
34,recvnhVFNDPFdk,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '苏景行', 'node_level': '客户经理', 'parent_node': '潮澜片区', 'segment_name': '总额(未拆分)', '任务金额': '327797.06864', '开单金额': '149106.76657', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
35,recvnhVFNDCkU0,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '苏景行', 'node_level': '客户经理', 'parent_node': '潮澜片区', 'segment_name': '楼宇办公', '任务金额': '267125', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
36,recvnhVFNDNhPK,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '苏景行', 'node_level': '客户经理', 'parent_node': '潮澜片区', 'segment_name': '工业健康', '任务金额': '212031.264938', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
37,recvnhVFNDNGtf,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '萧慕白', 'node_level': '客户经理', 'parent_node': '潮澜片区', 'segment_name': '总额(未拆分)', '任务金额': '835218.993926', '开单金额': '285735.699932', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
38,recvnhVFNDztDZ,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '萧慕白', 'node_level': '客户经理', 'parent_node': '潮澜片区', 'segment_name': '楼宇办公', '任务金额': '656094.534832', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
39,recvnhVFNDEeB6,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '萧慕白', 'node_level': '客户经理', 'parent_node': '潮澜片区', 'segment_name': '工业健康', '任务金额': '98950.826191', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
40,recvnhVFNDxU4T,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '萧慕白', 'node_level': '客户经理', 'parent_node': '潮澜片区', 'segment_name': '食饮部', '任务金额': '5111.086049', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
41,recvnhVFNDd27B,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '谭听雨', 'node_level': '客户经理', 'parent_node': '潮澜片区', 'segment_name': '总额(未拆分)', '任务金额': '300607', '开单金额': '268686', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
42,recvnhVFNDq0Zj,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '谭听雨', 'node_level': '客户经理', 'parent_node': '潮澜片区', 'segment_name': '工业健康', '任务金额': '0', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
43,recvnhVFNDagc6,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '谭听雨', 'node_level': '客户经理', 'parent_node': '潮澜片区', 'segment_name': '楼宇办公', '任务金额': '250482', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
44,recvnhVFNDlsCb,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '谭听雨', 'node_level': '客户经理', 'parent_node': '潮澜片区', 'segment_name': '食饮部', '任务金额': '3003', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
45,recvnhVFNDXROf,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '萧见山', 'node_level': '客户经理', 'parent_node': '潮澜片区', 'segment_name': '工业健康', '任务金额': '0', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
46,recvnhVFNDgtSf,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '萧见山', 'node_level': '客户经理', 'parent_node': '潮澜片区', 'segment_name': '楼宇办公', '任务金额': '241933.481854', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
47,recvnhVFNDdZzW,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '萧见山', 'node_level': '客户经理', 'parent_node': '潮澜片区', 'segment_name': '食饮部', '任务金额': '0', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
48,recvnhVFNDPAZj,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '萧见山', 'node_level': '客户经理', 'parent_node': '潮澜片区', 'segment_name': '总额(未拆分)', '任务金额': '208708.597752', '开单金额': '7848', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
49,recvnhVFNDaMNB,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '桂澜片区', 'node_level': '片区', 'parent_node': '淼澜战区', 'segment_name': '楼宇办公', '任务金额': '1517828', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
50,recvnhVFNDwdZX,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '桂澜片区', 'node_level': '片区', 'parent_node': '淼澜战区', 'segment_name': '工业健康', '任务金额': '205262', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
51,recvnhVFNDPSRK,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '桂澜片区', 'node_level': '片区', 'parent_node': '淼澜战区', 'segment_name': '总额(未拆分)', '任务金额': '1587768', '开单金额': '827963', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
52,recvnhVFNDouOU,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '桂澜片区', 'node_level': '片区', 'parent_node': '淼澜战区', 'segment_name': '食饮部', '任务金额': '8041', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
53,recvnhVFNDVuEi,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '汪亦然', 'node_level': '客户经理', 'parent_node': '桂澜片区', 'segment_name': '食饮部', '任务金额': '2477', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
54,recvnhVFNDWXe0,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '汪亦然', 'node_level': '客户经理', 'parent_node': '桂澜片区', 'segment_name': '工业健康', '任务金额': '64605.182124', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
55,recvnhVFNDhbtZ,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '汪亦然', 'node_level': '客户经理', 'parent_node': '桂澜片区', 'segment_name': '楼宇办公', '任务金额': '601638', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
56,recvnhVFNDGy5P,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '汪亦然', 'node_level': '客户经理', 'parent_node': '桂澜片区', 'segment_name': '总额(未拆分)', '任务金额': '566842.648821', '开单金额': '163923.444974', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
57,recvnhVFND5YnQ,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '韩允文', 'node_level': '客户经理', 'parent_node': '桂澜片区', 'segment_name': '工业健康', '任务金额': '28019', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
58,recvnhVFNDthKu,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '韩允文', 'node_level': '客户经理', 'parent_node': '桂澜片区', 'segment_name': '楼宇办公', '任务金额': '137779.083507', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
59,recvnhVFNDA34D,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '韩允文', 'node_level': '客户经理', 'parent_node': '桂澜片区', 'segment_name': '总额(未拆分)', '任务金额': '208317', '开单金额': '18949', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
60,recvnhVFNDszJ8,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '韩允文', 'node_level': '客户经理', 'parent_node': '桂澜片区', 'segment_name': '食饮部', '任务金额': '745.594014', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
61,recvnhVFNDzoQ9,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '叶思成', 'node_level': '客户经理', 'parent_node': '桂澜片区', 'segment_name': '总额(未拆分)', '任务金额': '318422', '开单金额': '104934', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
62,recvnhVFNDsxr3,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '叶思成', 'node_level': '客户经理', 'parent_node': '桂澜片区', 'segment_name': '食饮部', '任务金额': '1261.519117', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
63,recvnhVFNDLtTY,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '叶思成', 'node_level': '客户经理', 'parent_node': '桂澜片区', 'segment_name': '工业健康', '任务金额': '35757.413649', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
64,recvnhVFNDezSD,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '叶思成', 'node_level': '客户经理', 'parent_node': '桂澜片区', 'segment_name': '楼宇办公', '任务金额': '218136.781864', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
65,recvnhVFND2uIe,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '邓知夏', 'node_level': '客户经理', 'parent_node': '桂澜片区', 'segment_name': '工业健康', '任务金额': '29740', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
66,recvnhVFND4THU,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '邓知夏', 'node_level': '客户经理', 'parent_node': '桂澜片区', 'segment_name': '食饮部', '任务金额': '2060.7595', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
67,recvnhVFND1dyv,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '邓知夏', 'node_level': '客户经理', 'parent_node': '桂澜片区', 'segment_name': '楼宇办公', '任务金额': '305050', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
68,recvnhVFNDxeR9,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '邓知夏', 'node_level': '客户经理', 'parent_node': '桂澜片区', 'segment_name': '总额(未拆分)', '任务金额': '254588.254771', '开单金额': '74577', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
69,recvnhVFNDWWQa,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '谭慕白', 'node_level': '客户经理', 'parent_node': '桂澜片区', 'segment_name': '食饮部', '任务金额': '1496.480275', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
70,recvnhVFNDs0H4,"{'年份': '2026', '月份': '3', 'line_type': '事业群级', 'node_name': '商用事业群', 'node_level': '事业群', 'parent_node': '无', 'segment_name': '楼宇办公', '任务金额': '24113545', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
71,recvnhVFNDNxbF,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '谭慕白', 'node_level': '客户经理', 'parent_node': '桂澜片区', 'segment_name': '工业健康', '任务金额': '47140.580901', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
72,recvnhVFNDKJfV,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '谭慕白', 'node_level': '客户经理', 'parent_node': '桂澜片区', 'segment_name': '楼宇办公', '任务金额': '255223.651125', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
73,recvnhVFNDuywa,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '谭慕白', 'node_level': '客户经理', 'parent_node': '桂澜片区', 'segment_name': '总额(未拆分)', '任务金额': '239598', '开单金额': '465580', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
74,recvnhVFNDiWrB,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '漠澜战区', 'node_level': '战区', 'parent_node': '商用事业群', 'segment_name': '总额(未拆分)', '任务金额': '5449119', '开单金额': '1114412', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
75,recvnhVFNDucUc,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '漠澜战区', 'node_level': '战区', 'parent_node': '商用事业群', 'segment_name': '食饮部', '任务金额': '529469', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
76,recvnhVFNDa4bS,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '漠澜战区', 'node_level': '战区', 'parent_node': '商用事业群', 'segment_name': '工业健康', '任务金额': '614180', '开单金额': '31678', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
77,recvnhVFNDNs1T,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '漠澜战区', 'node_level': '战区', 'parent_node': '商用事业群', 'segment_name': '楼宇办公', '任务金额': '4223972', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
78,recvnhVFNDawEI,"{'年份': '2026', '月份': '1', 'line_type': '区域线', 'node_name': '凉州片区', 'node_level': '片区', 'parent_node': '漠澜战区', 'segment_name': '工业健康', '任务金额': '72060', '开单金额': '0', '去年同期开单': '0'}",2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136,2026-08-21 17:05:29.368136
